station_id,station_name,address,phone,longitude,latitude,city_id,operator_id,spec_id,opening_hours,has_restroom,parking_spots
630,闪开汽车充电站(罗坪乐佳生活超市),迳安路,4006679990,115.3791911,25.92754555,5,5,5,24小时,FALSE,47
631,中国石化汽车充电站(叶坪充电站),叶坪镇中国石化叶坪加油站,95105888,116.0796542,25.92379826,1,1,3,24小时,FALSE,5
632,车电网汽车充电站(平富乡向前大道旁停车位),平富乡平富村,18379625565,114.2514383,25.91631112,5,5,1,24小时,FALSE,6
633,国家电网汽车充电站(江西省赣州市上犹县平富乡平富人民政府城市公共充电站),平富乡人民政府南27米,19323809902,114.2519836,25.91409247,7,2,5,24小时,TRUE,11
634,国家电网汽车充电站(江西省赣州市南康区十八塘乡塘兴社区充电站),十八塘乡塘兴社区十八塘街上,0797-6598280,114.698496,25.91451662,4,2,5,24小时,TRUE,17
635,驴充充汽车充电站(南康区十八塘乡镇政府),塘兴路与老街路交叉路口往北约230米南康区十八塘乡人民政府,0797-966999,114.6981748,25.91203945,4,5,5,24小时,FALSE,27
636,云快充超级充电站(赣州途安新能源充电站),储潭镇储潭村荷树坑线3路1号,4008288517,114.9680302,25.91795405,7,4,3,24小时,TRUE,28
637,特来电汽车充电站(赣州翔鸿物流有限公司充电站),茅店镇太阳坪村富裕坑组5号,18370892661,114.9958155,25.9119722,7,4,3,24小时,TRUE,49
638,驴充充汽车充电站(光通新能源),茅店镇G76(厦蓉高速)桃沅驾驶人考试中心科目三考场,18679744110,115.0085407,25.91513095,7,3,1,24小时,TRUE,46
639,赣州凯达物流超级充电站(智能功率调度重卡充电中心),赣州凯达物流智能功率调度重卡充电中心,19970809910,114.9646012,25.91495929,7,1,5,24小时,TRUE,30
640,云快充超级充电站(新能源重卡充电站),储潭镇储潭村荷树坑,4008288517,114.9658371,25.91846536,7,4,3,24小时,FALSE,8
641,驴充充汽车充电站(腾远钴业),区S4503(赣州绕城高速)赣州寒锐新能源科技有限公司东南588米,0797-966999,115.0759654,25.91408523,7,1,5,24小时,TRUE,10
642,国家电网汽车充电站(江西省赣州市于都县九曲岭充电站),九曲岭,19179791366,115.2810261,25.92058977,5,4,3,24小时,FALSE,41
643,驴充充汽车充电站(罗坳镇新能源汽车服务站),G76(厦蓉高速)驴充充充电站,0797-966999,115.2564228,25.92093841,5,5,1,24小时,TRUE,19
644,云快充超级充电站(赣州雩闽泰充电站),利村乡里仁村石螺寨组,4008288517,115.4035403,25.91294379,5,5,1,24小时,FALSE,22
645,66益星充电汽车充电站(上欧中小学2号桩),于都大道,4008889498,115.3851938,25.9181054,5,1,1,24小时,FALSE,39
646,星星充电汽车充电站(星星充电-于都南高速出口充电站),于都大道与九章路交叉口南80米,15070758151,115.3854835,25.91915497,5,1,5,24小时,TRUE,25
647,闪开汽车充电站(密坑安置小区1号桩),九章路,4006679990,115.3738465,25.92121977,5,2,1,24小时,TRUE,50
648,66益星充电汽车充电站(上欧中小学1号桩),于都大道,4008889498,115.3850678,25.91812648,5,1,3,24小时,FALSE,15
649,砻鹏充电站(于都砻鹏建设工程有限公司),323国道56号,15679761699,115.6082851,25.91746528,5,2,5,24小时,FALSE,48
650,国家电网汽车充电站(江西省赣州市于都县黄麟乡黄麟供电所充电站),黄麟乡323国道于都县黄麟供电所,0797-6352838,115.6372685,25.91373763,5,3,5,24小时,FALSE,13
651,云快充汽车充电站(国誉新能源充电站黄麟乡),黄麟乡圩镇停车场(初级中学背坡),4008288517,115.6229999,25.92011161,5,1,5,24小时,FALSE,8
652,国家电网汽车充电站(江西省赣州市瑞金市叶坪镇叶坪供电所城市公共充电站),叶坪镇叶坪供电所,0797-2307222,116.081615,25.92025976,7,2,1,24小时,TRUE,26
653,66益星充电汽车充电站(/),黄麟乡,4008889498,115.6219369,25.92037902,5,5,5,24小时,FALSE,25
654,小桔充电汽车充电站(沃尔泰十八塘服务区充电站),十八塘乡226省道,4000610999,114.703446,25.90286644,4,3,1,24小时,FALSE,36
655,百胜泊充汽车充电站(十八塘香樟湾站),十八塘乡马头村香樟湾停车场,18979742168,114.6966318,25.90517824,4,3,1,24小时,FALSE,32
656,PP充电汽车充电站(赣州方特停车场充电桩),方特大道1号赣州方特东方欲晓主题公园,4006207660,114.9279613,25.9088282,3,5,1,24小时,FALSE,10
657,国家电网汽车充电站(江西省赣州市开发区湖边镇供电服务站城市公用充电站),湖边镇善边村村委会(公交站),19179791366,114.891049,25.90892676,3,3,5,24小时,TRUE,50
658,星星充电汽车充电站(赣州北收费站),赣州北收费站(G76厦蓉高速出口),4008280768,114.9203776,25.90799281,3,1,1,24小时,FALSE,14
659,汽车充电站(赣州北收费站新能源车),方特大道1号,19070198548,114.9210697,25.90800909,3,2,3,24小时,FALSE,25
660,新电途汽车充电站(灿启超充家和园站),水西镇东江源大道瑞祥苑北侧,4001100835,114.9232391,25.90233584,3,1,3,24小时,TRUE,5
661,蔚景云汽车充电站(领跑慧充家和园站),水西镇家和园,4006803880,114.9232391,25.90233584,3,4,3,24小时,FALSE,22
662,百胜泊充汽车充电站(赣州市第三人民医院站),水东镇青龙山大道116号赣州市第三人民医院(赣江院区),18970828313,114.9503232,25.90272722,3,2,1,24小时,TRUE,16
663,小麦电站汽车充电站(兴和苑),茅店镇华能大道,[],115.0487066,25.9070506,7,4,3,24小时,FALSE,11
664,云快充汽车充电站(瓦庆坊江西运输重卡),高新大道太阳坪污水处理厂旁闲置用地,4008288517,115.0047137,25.90490449,7,1,1,24小时,FALSE,40
665,中国石化汽车充电站(赣县北充电站),贡江大道与铜铝大道交叉口,95105888,115.0021954,25.90709555,7,5,1,24小时,FALSE,29
666,中国石化赣县北充电站(石化易电),贡江大道与高新大道交叉口东侧,[],115.0018645,25.90732971,7,3,1,24小时,FALSE,29
667,国家电网汽车充电站(江西省赣州市赣县区茅店镇供电服务站公共充电站),茅店镇茅店供电所门口,15770808222,115.0398855,25.90766943,7,5,1,24小时,TRUE,41
668,江西赣鼎光伏汽车充电站,040乡道与稀金一路交叉口南340米,18607978167,115.0537599,25.9024963,7,2,5,24小时,FALSE,15
669,星星充电汽车充电站(赣县中科育成中心公共充电站),梅林镇将军塘中科育成中心,17379797399,115.0076305,25.90568929,7,3,1,24小时,FALSE,22
670,云快充汽车充电站(赣县茅店镇政府充电站),茅店镇政府,4008288517,115.0447871,25.90507411,7,2,3,24小时,TRUE,15
671,茅店镇充电站,赣新大道与039乡道交叉口西400米,[],115.043158,25.90802351,7,3,3,24小时,FALSE,24
672,于都服务区电动汽车充电站,于都服务区东北侧,[],115.2989894,25.90431194,5,1,3,24小时,FALSE,21
673,星星充电汽车充电站(于都服务区北区),罗江乡于都服务区电动汽车充电站于都服务区,4008280768,115.2989874,25.90432095,5,4,1,24小时,TRUE,34
674,理想汽车超级充电站(理想5C超充站厦蓉高速于都服务区厦门方向),于都服务区,4006860400,115.296093,25.90360629,5,2,1,24小时,FALSE,5
675,于都服务区电动汽车充电站,罗江乡于都服务区电动汽车充电站于都服务区,4008280768,115.2959762,25.90309714,5,3,3,24小时,FALSE,26
676,驴充充汽车充电站(爱之家家具城院内),里仁村里仁加油站旁爱之家家具城,15970704305,115.4044519,25.90947473,5,3,3,24小时,FALSE,46
677,66益星充电汽车充电站(盛拓新能源),黄麟乡,4008889498,115.6800351,25.91089065,5,2,5,24小时,FALSE,25
678,66益星充电汽车充电站(盛拓新能源),黄麟乡,4008889498,115.6799852,25.91102783,5,2,5,24小时,FALSE,25
679,中国石化汽车充电站(瑞金市人民医院充电站),黄柏乡瑞金市人民医院新院区,95105888,116.0278806,25.90944506,7,3,1,24小时,FALSE,49
680,瑞金市叶坪乡充电站,G206(苏维埃大道),[],116.0697496,25.90621361,8,5,5,24小时,TRUE,25
681,中国石化汽车充电站(叶坪景区充电站),苏维埃大道叶坪红色旅游区,95105888,116.0669637,25.908128,5,4,3,24小时,FALSE,12
682,国家电网汽车充电站(江西省赣州市瑞金市象湖镇象湖供电所城市公用充电站),象湖镇,0797-2329222,116.0220863,25.90853795,4,5,5,24小时,TRUE,48
683,特来电充电站(瑞金市荣誉国际酒店站),瑞金荣誉国际酒店地面停车场,4001300001,116.0234093,25.90321576,1,4,5,24小时,TRUE,33
684,北网(山东)新能源科技有限公司汽车充电站(北网新能源叶坪镇叶坪大酒店超充站),叶坪镇叶坪大酒店,15169104444,116.0646063,25.90346576,2,4,3,24小时,FALSE,13
685,瑞金市叶坪景区充电站,叶坪镇叶坪红色旅游区(西南角)叶坪红色旅游区游客中心停车场,[],116.0659958,25.90507611,5,2,5,24小时,FALSE,47
686,特斯拉超级充电站(瑞金荣誉国际大酒店),红军大道6号,19323831413,116.0233605,25.90230128,7,4,1,24小时,TRUE,33
687,星星充电汽车充电站(星星充电-泉岗科技园充电站),经开区泉岗科技园,4008280768,114.8614982,25.89550921,3,4,5,24小时,FALSE,39
688,云快充汽车充电站(赣州西域华城北区),赣州西域华城(北区)29栋地下车库,4008288517,114.9186436,25.89700918,3,4,5,24小时,TRUE,28
689,达克云汽车充电站(叙能西域华城北区充电站),西域华城北区,4006717555,114.9186456,25.89703719,3,5,5,24小时,TRUE,11
690,星星充电汽车充电站(星星充电-秋葵科技园充电站),经开区秋葵科技园,4008280768,114.8553314,25.89263358,3,3,1,24小时,TRUE,46
691,特来电汽车充电站(特来电赣州市万吉物流园停车场充电站),万吉物流园地面停车场,4001300001,114.8859746,25.89399386,3,1,5,24小时,FALSE,26
692,超翔汽车充电站(开发区智造谷汽车),开发区智造谷,0797-2137777,114.8887857,25.89225086,3,1,3,24小时,TRUE,11
693,国家电网汽车充电站(江西省赣州市章贡区水西镇供电服务站城市公用充电站),水西镇东桥驾校考试中心,19179791366,114.9150095,25.89912681,3,2,3,24小时,TRUE,33
694,西域华城信租(快来充)充电站,水西镇,19136784931,114.9153603,25.89669089,3,4,3,24小时,FALSE,48
695,小桔充电汽车充电站(西域华城信租充电站),水西镇西域华城,4000610999,114.9153333,25.89674495,3,5,5,24小时,TRUE,27
696,云快充目的地充电站(赣州西域华城南区充电站),赣州西域华城(南区)8栋地下车库,4008288517,114.9132374,25.89611114,3,4,1,24小时,TRUE,23
697,云快充汽车充电站(军辰松山里小区创业路充电站),松山里小区(创业路),4008288517,115.0196448,25.89416479,7,1,3,24小时,TRUE,14
698,云快充汽车充电站(华松充电站),赣州华松科技发展有限公司,[],115.019933,25.89246384,7,3,3,24小时,FALSE,34
699,云快充汽车充电站(军辰松山里小区南井路充电站),松山里小区(南井路北),4008288517,115.0214391,25.89332925,7,5,1,24小时,FALSE,27
700,瑞金市体育馆充电站,绵水路东100米体育馆停车场,15170633856,116.0273068,25.8987954,2,4,3,24小时,FALSE,25
701,特来电汽车充电站(特来电瑞金市风顺汽车贸易停车场充电站),七彩大道与文明路交叉路口往北约110米地面停车场,4001300001,116.0174066,25.89663602,5,1,1,24小时,TRUE,6
702,江投能链汽车充电站(瑞金市金字羽毛球馆充电站),交明路瑞茂塬农业发展有限公司西100米,4008882596,116.0136738,25.89705201,2,2,3,24小时,TRUE,38
703,中国石化汽车充电站(红井充电站),象湖镇桔林大道北中国石化红井加油站,95105888,116.0387526,25.89786264,3,3,1,24小时,FALSE,34
704,蔚来能源超级充电站(赣州瑞金金字羽毛球馆),文明路(龙珠寺),[],116.0133208,25.89725017,7,2,1,24小时,TRUE,45
705,星星充电汽车充电站(瑞金东富-金和酒店充电站)(暂停营业),象湖镇亲民路与桦林路交叉口西北角工会大院内瑞金金和大酒店,18170749759,116.019953,25.89358983,7,4,5,24小时,TRUE,44
706,能效邻里共享汽车充电站(中央公馆二期7k瓦私人共享充电桩),中央公馆二期地下停车场364号,13655007075,116.0176392,25.89427579,8,5,1,24小时,FALSE,29
707,星星充电汽车充电站(瑞金市上宾东郡社区公共充电桩),上宾东郡社区公共充电桩,4008280768,116.0528418,25.89658312,4,2,1,24小时,FALSE,50
708,云快充超级充电站(百味源土菜院子快充电站可充重卡),红金工业园火炬大道12号,4008288517,115.0235328,25.88741258,7,5,1,24小时,TRUE,39
709,中国石化茅店充电站,梅林镇红金村323国道(义源大桥旁),95105888,115.0317508,25.88569401,7,3,1,24小时,FALSE,17
710,特来电汽车充电站(特来电湖边镇梨园安居小区充电站),赣州经济技术开发区湖边镇梨园安居小区地面停车场,4001300001,114.880011,25.88606704,3,1,3,24小时,FALSE,47
711,星星充电汽车充电站(星星充电-涌泉科技园充电站),地面停车场,4008280768,114.8621213,25.89098901,3,5,3,24小时,FALSE,43
712,星星充电汽车充电站(星星充电-映山红科技园充电站),横江大道映山红科技园,16607978866,114.8585124,25.88967422,3,5,3,24小时,FALSE,42
713,汽车充电站(虔易充·智博环境公司站),秋月路与红横段交叉口东南240米,[],114.8540175,25.88953052,3,3,1,24小时,FALSE,34
714,星星充电汽车充电站(星星充电-秋山科技园充电站),秋山科技园,16607978866,114.8555781,25.88819798,3,2,5,24小时,FALSE,44
715,特来电汽车充电站(特来电涌泉科技园充电站),黄坑路涌泉科技园,4001300001,114.8555983,25.88492383,3,1,5,24小时,TRUE,25
716,星星充电汽车充电站(华昌科技园),斋公坑华昌路东北地面停车场,[],114.8920287,25.88592057,3,2,1,24小时,FALSE,12
717,星星充电汽车充电站(星星充电-华昌科技园充电站),斋公坑华昌路东北,4008280768,114.8926169,25.88493604,3,3,1,24小时,TRUE,37
718,充电桩(赣县东风本田),红金村323国道北侧(东风本田门口),[],115.0321813,25.88873697,7,4,3,24小时,TRUE,41
719,云快充汽车充电站(赣州高新区双创园),火炬大道1号地面停车场,4008288517,115.019227,25.88337876,7,4,3,24小时,TRUE,36
720,云快充汽车充电站(俞屋充电站),贡江大道辅路附近,[],114.9923399,25.88242299,7,5,5,24小时,TRUE,40
721,新电途汽车充电站(灿启超充梨园安居社区站),湖边镇金潭北大道,4001100835,114.8809565,25.88668511,3,4,1,24小时,FALSE,13
722,蔚景云汽车充电站(领跑慧充梨园安居社区站),梨园安居社区,4006803880,114.8809565,25.88668511,3,3,1,24小时,FALSE,44
723,蔚嘉汽车充电站(文德家园南站充电站),文德家园南,18679726066,115.0062209,25.88528484,7,3,1,24小时,TRUE,36
724,旭电通汽车充电站(于都县镜口快速充电站),利村乡镜口,4006886708,115.4091073,25.88312609,5,2,1,24小时,FALSE,40
725,云快充汽车充电站(于都县利村乡汽车快充站),利村乡下垅村镜口,4008288517,115.4069871,25.88331418,5,4,5,24小时,FALSE,48
726,云快充汽车充电站(电子电气产业园充电桩),瑞金市经开区电子电气产业园,4008288517,115.9572266,25.88617604,7,4,3,24小时,FALSE,15
727,达克云汽车充电站(赣停充瑞金市妇幼保健院新院区充电站),瑞金大道东瑞金市妇幼保健院(新院区),4006717555,116.061251,25.88950295,1,2,1,24小时,FALSE,7
728,瑞金行政审批局快充充电桩充电站,沙洲坝镇行政审批局停车场,[],115.9687955,25.88307776,4,5,3,24小时,FALSE,15
729,特来电汽车充电站(特来电瑞金宾馆停车场充电站),东升街瑞金宾馆,17779773911,116.0372416,25.88639147,8,5,3,24小时,TRUE,41
730,中国铁塔汽车充电站(江西赣州瑞金圣仕顿充电站),长征大道999号圣仕顿国际酒店内停车场,10096,115.975675,25.88327348,5,5,1,24小时,FALSE,39
731,铁塔能源瑞金市海亚国际酒店汽车充电场站,瑞金海亚国际酒店地面停车场,10096,116.0513856,25.88947399,8,5,1,24小时,TRUE,32
732,中国石化汽车充电站(金都充电站),象湖镇绵水路452号中国石化金都加油站,95105888,116.0246811,25.88786007,4,3,1,24小时,TRUE,33
733,星星充电汽车充电站(瑞金市九天御景小区内公共充电桩),象湖镇兴业大道九天御景,17379797399,116.0136807,25.8847738,6,1,3,24小时,FALSE,12
734,瑞金市政府停车场快速充电桩充电站,象湖镇市政府停车场,[],116.0229844,25.88908947,4,5,1,24小时,FALSE,50
735,星星充电汽车充电站(星星充电-豪门新城地下车库出入口处公共充电桩),金都大道与七彩大道交汇豪门新城小区地下停车场旁,4008280768,116.0120948,25.8895576,7,2,5,24小时,TRUE,18
736,星星充电汽车充电站(瑞金东富-维也纳酒店),象湖镇金都大道与东升街交叉口东南角维也纳酒店,18170749759,116.0399486,25.8906341,1,5,1,24小时,FALSE,39
737,星星充电汽车充电站(瑞金东富-映山红与国道路口旁充电站),好运来瓷砖批发地面停车场,18170778915,116.0082831,25.88199681,3,3,3,24小时,FALSE,23
738,中国石化汽车充电站(红井景区充电站),沙洲坝镇七彩大道与金都大道交叉口,95105888,116.0025376,25.88258341,5,5,5,24小时,TRUE,13
739,昆仑网电汽车充电站(中石油赣州瑞金福源加油充电站),319国道东50米中国石油福源加油站,95700,116.071222,25.88552428,1,3,3,24小时,TRUE,49
740,星星充电汽车充电站(瑞金市九天御景4期西门公共充电站),象湖镇瑞金大道九天御景西门,17379797399,116.0095323,25.88532832,4,2,1,24小时,FALSE,20
741,星星充电汽车充电站(星星充电-瑞金市豪门新城红井路口公共充电桩),金都大道与七彩大道交汇豪门新城红井路口,4008280768,116.0091781,25.88831836,7,4,5,24小时,TRUE,41
742,星星充电汽车充电站(星星充电-瑞金市豪门新城小区内7栋旁公共充电桩),金都大道与七彩大道交汇豪门新城小区,4008280768,116.0099808,25.88947976,5,4,5,24小时,FALSE,33
743,瑞金市华屋服务区汽车充电站,G319(厦成线)黄沙停车区,[],116.1413696,25.88685329,2,4,1,24小时,FALSE,49
744,车电网汽车充电站(油石乡停车场电杆旁停车位),油石乡大拇指幼儿园,18679764362,114.5312265,25.87658,8,4,3,24小时,FALSE,42
745,超翔汽车充电站(油石乡中心卫生院),油石乡中心卫生院门口,18679764362,114.5312964,25.88006448,2,4,1,24小时,FALSE,9
746,国家电网汽车充电站(江西省赣州市上犹县油石乡油石供电所充电站),油石乡油石供电所地面停车场,19942175613,114.529356,25.87326411,7,2,5,24小时,FALSE,18
747,中国石化汽车充电站(凤凰充电站),赣州经济技术开发区黄金北大道63号,95105888,114.8765038,25.87971911,3,3,3,24小时,FALSE,23
748,驴充充汽车充电站(160kw充电桩免费停车有饭店有公共卫生间好停车),岗边大道专业广告制作安装,15279757822,114.861432,25.881831,3,5,3,24小时,TRUE,41
749,小桔充电汽车充电站(时代高科小桔超充站),湖边镇凤凰路21号时代高科产业园时代高科门口停车场,4000610999,114.8873062,25.87751248,3,3,3,24小时,TRUE,7
750,特来电充电站(劲嘉山与城北面停车场),地面停车场,4001300001,114.889026,25.87343844,3,4,1,24小时,TRUE,12
751,PP充电汽车充电站(锐腾科技外围),湖边镇赣州经济技术开发区湖边大道华坚北路西侧2号厂房江西锐腾电子科技有限公司,4006207660,114.8943012,25.88155606,3,4,1,24小时,FALSE,5
752,蔚景云汽车充电站(叙能公牛赣通大道充电站),湖边镇华坚北大道77号宜居小区,4006803880,114.8947418,25.87331665,3,2,3,24小时,TRUE,46
753,百胜泊充汽车充电站(百胜泊充翠谷康居快速充电站),赣州经济技术开发区626服务中心(翠谷康居社区店)赣州市章贡区赣通大道888号翠谷康居社区,18178903816,114.8955467,25.87316862,3,2,3,24小时,FALSE,10
754,虔易充超级充电站(恒科产业园超充站·华为超充技术支持),湖边镇华坚北大道恒科产业园,15179095790,114.8955364,25.87739542,3,3,5,24小时,FALSE,10
755,超翔汽车充电站(翠谷康居42栋地下室),翠谷康居42栋地下室,0797-2137777,114.8971816,25.87306261,3,2,3,24小时,TRUE,30
756,小桔充电汽车充电站(速马力·翠谷康居站),赣通大道88号翠谷康居北门,4000610999,114.8967226,25.87311364,3,3,5,24小时,TRUE,32
757,新电途汽车充电站(灿启超充赣港康居社区站),工业北路赣港康居,4001100835,114.8682861,25.87474573,3,1,5,24小时,TRUE,5
758,蔚景云汽车充电站(领跑慧充赣港康居社区站),湖边镇叶氏宗祠赣港康居社区2区,4006803880,114.8682861,25.87474573,3,4,1,24小时,TRUE,13
759,闪联目的地充电站(赣州美的高速君兰学府),湖边镇美的高速君兰学府10栋商铺处,[],114.9024956,25.88147154,3,2,5,24小时,FALSE,5
760,驴充充汽车充电站(城北大道书香苑4栋充电站),梅林镇城北大道桃源石岩前安置区,15970834285,114.9961967,25.87633722,7,3,1,24小时,TRUE,32
761,小桔充电汽车充电站(国弘新能源上林春天充电站),区赣县区上林春天崇俨路胡屋安置区,18679783332,115.0131837,25.8741519,7,2,5,24小时,FALSE,9
762,驴充充汽车充电站(桃源华府),贡江大道桃源华府,966999,114.991502,25.88024809,7,4,1,24小时,TRUE,11
763,特来电汽车充电站(特来电赣州市赣县城北公园停车场充电站),梅林湿地公园内(南侧)地面停车场,4001300001,114.9999343,25.87985619,7,3,1,24小时,FALSE,24
764,云快充汽车充电站(桃源中庙停车场充电站),区赣南大道中庙停车场,[],114.9892872,25.87526551,7,4,1,24小时,TRUE,46
765,特来电汽车充电站(特来电沃尔顿沐思佰利酒店充电站),东江源大道319号地面停车场,4001300001,114.9124292,25.88151297,3,2,5,24小时,TRUE,38
766,驴充充汽车充电站(中庙安置区),梅林镇赣南大道中庙安置区,15970834285,114.9892214,25.87538479,7,1,5,24小时,TRUE,33
767,能效邻里共享汽车充电站(天悦新能源充电站),梅林镇站前大道93号天悦国际酒店停车场,13970777551,115.0051854,25.87250647,7,2,3,24小时,TRUE,31
768,小桔充电汽车充电站(赣县桃沅驾校充电站),梅林镇赣州桃沅驾驶员考试中心科目二,4000610999,114.9953001,25.8740054,7,4,5,24小时,TRUE,10
769,桃源充电桩,包客佳边上,18270076167,114.9946085,25.87420264,7,2,1,24小时,TRUE,42
770,云快充汽车充电站(桃源停车场充电站),[],[],114.9994682,25.87611512,7,4,5,24小时,FALSE,32
771,云快充汽车充电站(桃源充电站),梅林镇城北大道赣县思源实验学校南门思源文体,[],114.9993825,25.87603633,7,2,3,24小时,TRUE,22
772,驴充充汽车充电站(思源学校与中医院之间停车场),区Y043赣州市赣县区中医院,0797-15970834285,114.999525,25.87609194,7,1,5,24小时,TRUE,40
773,小桔充电汽车充电站(国弘新能源赣县双龙充电站),梅林镇站前大道赣县区城北农贸市场,15870716555,115.0101878,25.87577975,7,5,5,24小时,FALSE,49
774,小桔充电汽车充电站(沃尔泰赣县嘉福原山著地下充电站),赣县嘉福原山著物业服务中心,4000610999,114.9936156,25.88014459,7,3,1,24小时,TRUE,38
775,驴充充汽车充电站(嘉福原山著4栋1单元地下室470号车位),区贡江大道嘉福原山著,0797-966999,114.9941337,25.8802751,7,5,5,24小时,TRUE,30
776,驴充充汽车充电站(嘉福原山著4栋2单元负一层后面260号车位),区贡江大道嘉福原山著,0797-966999,114.9941038,25.88037326,7,1,3,24小时,TRUE,36
777,前沿超级充电站(前沿重卡充电站),梅林镇城北大道赣州前沿职业技术学院,13766387982,115.0047961,25.88167071,7,1,3,24小时,TRUE,36
778,星星充电汽车充电站(江西赣州伟业塑胶电器有限公司),水东镇马祖岩虎岗路旁江西赣州伟业塑胶电器有限公司内地面停车场,4008280768,114.9470531,25.88169833,3,5,5,24小时,TRUE,38
779,赣州市肿瘤医院汽车充电站,赣州市肿瘤医院附近,[],114.9526641,25.87249974,3,3,1,24小时,FALSE,13
780,汽车充电站(红金安置区站),赣新大道338号,[],115.0297682,25.87860431,7,5,3,24小时,FALSE,28
781,星星充电汽车充电站(星星充电-惠万家建材总汇充电站),449县道罗江乡惠万家建材总汇,15070758151,115.254551,25.87650039,5,2,5,24小时,FALSE,9
782,国家电网汽车充电站(江西省赣州市于都县罗江乡罗江供电所公共充电站),罗江乡罗江供电所公共充电站,0797-6241289,115.251928,25.87933911,5,5,1,24小时,TRUE,5
783,星星充电汽车充电站(星星充电-新陂河西充电站),新陂乡新陂村河西路口,15070758151,115.3494646,25.87493498,5,2,3,24小时,TRUE,8
784,中国铁塔汽车充电站(江西赣州赣县生态环境局充电站),赣县生态环境局,10096,115.0311598,25.88188997,7,5,3,24小时,FALSE,45
785,国家电网汽车充电站(江西省赣州市会昌县小密乡充电站),小密乡,0797-5622771,115.6997317,25.88015058,7,4,5,24小时,FALSE,10
786,幸福花海停车场充电站,红都幸福花海东南侧200米,[],115.994981,25.8782985,3,3,5,24小时,TRUE,24
787,国家电网汽车充电站(江西省赣州瑞金市沙洲坝供电所充电站),沙洲坝镇常青大道,0797-2348222,115.9847901,25.8726366,4,2,1,24小时,FALSE,30
788,国家电网汽车充电站(江西省赣州市瑞金市沙洲坝镇沙洲坝供电所充电站),沙洲坝镇常青大道沙洲坝供电所,0797-2348222,115.9838318,25.8726865,2,3,5,24小时,FALSE,20
789,汽车充电站,红都大道东21号,[],116.0392709,25.87772906,4,1,1,24小时,FALSE,12
790,汽车充电站(瑞金市沙洲坝镇红都新城新能源站),梦想家园红都新城小区门口左边,[],115.9797383,25.87515427,1,3,3,24小时,TRUE,12
791,汽车充电站(特斯拉充电桩),建设路35号,13973213036,116.0142257,25.87754443,3,1,1,24小时,TRUE,36
792,众安充电汽车充电站(瑞金电商园汽车充电站),瑞金市经济开发区创业大道,15179663322,115.9802026,25.88108783,5,2,3,24小时,FALSE,13
793,瑞金市军博园汽车充电站,瑞金市体育局骑行道,15170633856,116.0023867,25.87349586,5,1,5,24小时,TRUE,26
794,瑞金市红土地物流园汽车充电站,长征大道与七彩大道交叉口西北340米,[],116.0006266,25.87653419,5,5,3,24小时,TRUE,21
795,瑞金市纪念馆充电站,红都大道中央革命根据地历史博物馆,15170633856,116.0102651,25.87369545,2,4,5,24小时,FALSE,37
796,星星充电汽车充电站(星星充电-瑞金七彩大道颐和园小区公共充电站),七彩大道颐和园小区,4008280768,116.0047467,25.87552809,1,4,3,24小时,TRUE,28
797,铁塔能源瑞金市映山红汽车充电站,红井路2号地面停车场,10096,116.0110922,25.88086676,5,1,1,24小时,TRUE,19
798,星星充电汽车充电站(瑞金市九天御景小区外公共充电桩),象湖镇兴业大道九天御景,4008280768,116.0114612,25.88122492,1,1,5,24小时,TRUE,20
799,国家电网汽车充电站(江西省赣州市瑞金市红井景区停车场充电站),红井景区停车场,19179791366,116.0016852,25.88071175,8,3,1,24小时,FALSE,14
800,云快充汽车充电站(瑞金经开区红土地物流园充电站),经开区红土地物流园,4008288517,115.9996813,25.8776648,1,5,1,24小时,FALSE,19
801,驴充充汽车充电站(中医院西边停车场),向阳南路向阳家园小区,0797-966999,116.0310405,25.875034,4,4,3,24小时,FALSE,22
802,驴充充汽车充电站(解放路中段停车场),向阳南路92向阳家园小区,0797-966999,116.0300131,25.87253896,6,1,1,24小时,TRUE,16
803,驴充充汽车充电站(中医院南边停车场),八一南路国光超市(八一南店),0797-966999,116.0325629,25.87490011,1,4,1,24小时,TRUE,34
804,驴充充汽车充电站(国光超市北边停车场),国光购物广场八一南店停车场,0797-966999,116.0332014,25.87618238,5,3,3,24小时,TRUE,40
805,电动汽车充电站(红都大道),八一南路与瑞金市步行街交叉口西120米,[],116.0331933,25.87646359,1,3,3,24小时,TRUE,23
806,中国铁塔汽车充电站(江西赣州瑞金市永盛酒店充电站),瑞金永盛国际酒店,10096,116.0514622,25.8797714,5,5,5,24小时,TRUE,34
807,特来电汽车充电站(赣州市上犹县犹石加油站充电站),S221,18827881705,114.528248,25.86641077,8,2,3,24小时,TRUE,14
808,特来电汽车充电站(中石化经开区黄金紫荆加油站充电站),黄金岭街道中国石化(黄金紫荆加油站)地面停车场,[],114.89731,25.86708166,3,4,1,24小时,TRUE,19
809,星星充电汽车充电站(星星充电-恒大悦龙台停车场充电站),恒大悦龙台(赣州国际企业中心北50米),4008280768,114.8942923,25.86570058,3,3,5,24小时,TRUE,26
810,云快充超级充电站(赣通停e充·小华兴街站),卫府里小华兴街17号C栋,4008288517,114.9415574,25.8656629,3,4,1,24小时,FALSE,11
811,能效邻里共享汽车充电站(思索灯箱),工业一路北思索广告,18607977789,114.8731216,25.86877383,3,5,1,24小时,TRUE,31
