record_id,user_id,station_id,charge_start_time,charge_end_time,duration_minutes,energy_kwh,cost_yuan,payment_method,start_soc,end_soc
REC000255,U00118,1427,2024-01-13 11:57:00,2024-01-13 13:45:00,108,12.6,15.12,支付宝,25,85
REC000256,U00113,691,2024-01-27 21:30:00,2024-01-28 00:30:00,180,21,25.2,信用卡,29,96
REC000257,U00434,802,2024-01-02 21:38:00,2024-01-02 23:30:00,112,896,2240,支付宝,11,87
REC000258,U00363,369,2024-01-08 11:24:00,2024-01-08 12:02:00,38,4.43,5.32,信用卡,27,81
REC000259,U00041,1026,2024-01-25 03:43:00,2024-01-25 05:03:00,80,640,1600,支付宝,14,89
REC000260,U00440,581,2024-01-21 02:06:00,2024-01-21 03:32:00,86,172,309.6,微信支付,17,93
REC000261,U00086,1277,2024-01-24 22:32:00,2024-01-24 23:04:00,32,64,115.2,微信支付,12,99
REC000262,U00294,214,2024-01-31 01:01:00,2024-01-31 02:01:00,60,480,1200,支付宝,27,95
REC000263,U00459,1734,2024-01-08 21:25:00,2024-01-08 22:40:00,75,150,270,微信支付,16,99
REC000264,U00035,316,2024-01-05 20:52:00,2024-01-05 22:15:00,83,9.68,11.62,微信支付,27,83
REC000265,U00284,1895,2024-01-18 00:58:00,2024-01-18 01:58:00,60,7,8.4,微信支付,27,85
REC000266,U00403,1007,2024-01-01 15:33:00,2024-01-01 17:11:00,98,784,1960,微信支付,18,96
REC000267,U00257,85,2024-01-24 05:03:00,2024-01-24 05:32:00,29,3.38,4.06,支付宝,14,85
REC000268,U00241,199,2024-01-08 08:17:00,2024-01-08 09:05:00,48,96,172.8,微信支付,29,91
REC000269,U00401,2351,2024-01-13 23:02:00,2024-01-14 01:15:00,133,15.52,18.62,微信支付,24,85
REC000270,U00366,451,2024-01-12 13:07:00,2024-01-12 14:03:00,56,112,201.6,信用卡,29,81
REC000271,U00194,275,2024-01-07 10:26:00,2024-01-07 10:41:00,15,1.75,2.1,支付宝,24,96
REC000272,U00347,2007,2024-01-19 05:27:00,2024-01-19 08:02:00,155,1240,3100,信用卡,22,96
REC000273,U00493,1912,2024-01-30 17:04:00,2024-01-30 19:32:00,148,1184,2960,支付宝,29,98
REC000274,U00385,1660,2024-01-12 16:37:00,2024-01-12 19:06:00,149,17.38,20.86,支付宝,15,96
REC000275,U00065,2047,2024-01-02 21:46:00,2024-01-02 22:53:00,67,134,241.2,微信支付,29,91
REC000276,U00060,1223,2024-01-28 18:09:00,2024-01-28 20:09:00,120,960,2400,支付宝,22,89
REC000277,U00013,1531,2024-01-15 13:34:00,2024-01-15 15:53:00,139,16.22,19.46,微信支付,10,86
REC000278,U00397,1784,2024-01-30 07:21:00,2024-01-30 08:13:00,52,416,1040,支付宝,28,84
REC000279,U00203,1237,2024-01-12 09:03:00,2024-01-12 09:54:00,51,408,1020,微信支付,17,94
REC000280,U00250,1036,2024-01-19 10:04:00,2024-01-19 12:18:00,134,268,482.4,信用卡,24,91
REC000281,U00238,839,2024-01-07 04:26:00,2024-01-07 06:27:00,121,968,2420,微信支付,17,84
REC000282,U00152,415,2024-01-18 06:32:00,2024-01-18 07:00:00,28,224,560,支付宝,24,92
REC000283,U00040,1776,2024-01-28 11:26:00,2024-01-28 12:56:00,90,720,1800,支付宝,26,97
REC000284,U00021,1955,2024-01-23 01:41:00,2024-01-23 02:13:00,32,256,640,支付宝,20,86
REC000285,U00473,1272,2024-01-24 07:28:00,2024-01-24 08:25:00,57,114,205.2,微信支付,13,84
REC000286,U00139,2301,2024-01-03 23:24:00,2024-01-03 23:45:00,21,2.45,2.94,信用卡,16,100
REC000287,U00191,2135,2024-01-02 08:22:00,2024-01-02 10:31:00,129,1032,2580,支付宝,20,99
REC000288,U00178,1886,2024-01-29 13:08:00,2024-01-29 14:46:00,98,196,352.8,支付宝,21,81
REC000289,U00300,2118,2024-01-06 20:40:00,2024-01-06 22:47:00,127,1016,2540,支付宝,23,96
REC000290,U00342,149,2024-01-26 04:33:00,2024-01-26 07:12:00,159,18.55,22.26,信用卡,12,84
REC000291,U00170,1548,2024-01-21 06:26:00,2024-01-21 09:23:00,177,354,637.2,支付宝,14,84
REC000292,U00048,805,2024-01-29 07:47:00,2024-01-29 09:40:00,113,226,406.8,支付宝,22,87
REC000293,U00023,172,2024-01-15 00:51:00,2024-01-15 01:09:00,18,144,360,微信支付,16,93
REC000294,U00100,2332,2024-01-20 06:07:00,2024-01-20 07:00:00,53,424,1060,支付宝,27,98
REC000295,U00470,1046,2024-01-10 20:02:00,2024-01-10 20:17:00,15,120,300,微信支付,15,81
REC000296,U00373,1088,2024-01-23 05:11:00,2024-01-23 05:42:00,31,3.62,4.34,微信支付,24,85
REC000297,U00059,2022,2024-01-04 21:20:00,2024-01-04 23:32:00,132,264,475.2,支付宝,29,91
REC000298,U00490,1921,2024-01-12 23:53:00,2024-01-13 02:35:00,162,324,583.2,信用卡,27,90
REC000299,U00270,1338,2024-01-08 07:57:00,2024-01-08 10:42:00,165,330,594,信用卡,18,99
REC000300,U00116,1005,2024-01-02 06:16:00,2024-01-02 08:22:00,126,1008,2520,支付宝,18,90
REC000301,U00154,2085,2024-01-23 22:54:00,2024-01-24 00:52:00,118,13.77,16.52,微信支付,28,89
REC000302,U00055,1056,2024-01-07 23:37:00,2024-01-08 02:14:00,157,1256,3140,微信支付,17,87
REC000303,U00464,1902,2024-01-08 05:23:00,2024-01-08 06:03:00,40,320,800,信用卡,27,96
REC000304,U00212,1487,2024-01-19 10:44:00,2024-01-19 12:46:00,122,244,439.2,信用卡,20,89
REC000305,U00125,333,2024-01-08 15:26:00,2024-01-08 18:20:00,174,20.3,24.36,支付宝,12,90
REC000306,U00224,234,2024-01-19 17:22:00,2024-01-19 19:27:00,125,250,450,微信支付,23,95
REC000307,U00171,126,2024-01-18 02:33:00,2024-01-18 03:18:00,45,360,900,支付宝,17,95
REC000308,U00476,2015,2024-01-19 06:54:00,2024-01-19 09:39:00,165,330,594,微信支付,22,93
REC000309,U00147,964,2024-01-12 07:40:00,2024-01-12 10:31:00,171,19.95,23.94,微信支付,20,85
REC000310,U00304,1340,2024-01-18 09:37:00,2024-01-18 10:13:00,36,72,129.6,微信支付,12,82
REC000311,U00077,35,2024-01-25 20:13:00,2024-01-25 22:17:00,124,248,446.4,支付宝,12,100
REC000312,U00027,623,2024-01-01 08:16:00,2024-01-01 10:31:00,135,15.75,18.9,微信支付,11,84
REC000313,U00432,1194,2024-01-17 22:36:00,2024-01-18 00:22:00,106,212,381.6,信用卡,28,82
REC000314,U00085,166,2024-01-15 08:20:00,2024-01-15 09:59:00,99,792,1980,微信支付,11,98
REC000315,U00021,338,2024-01-29 05:02:00,2024-01-29 05:17:00,15,30,54,微信支付,15,92
REC000316,U00056,2009,2024-01-13 09:59:00,2024-01-13 12:45:00,166,332,597.6,支付宝,29,96
REC000317,U00426,294,2024-01-29 03:16:00,2024-01-29 04:43:00,87,696,1740,微信支付,12,94
REC000318,U00081,1065,2024-01-30 12:50:00,2024-01-30 15:16:00,146,17.03,20.44,微信支付,25,99
REC000319,U00353,917,2024-01-14 03:52:00,2024-01-14 04:15:00,23,2.68,3.22,支付宝,20,85
REC000320,U00415,1937,2024-01-21 20:15:00,2024-01-21 22:01:00,106,12.37,14.84,信用卡,19,89
REC000321,U00215,1643,2024-01-11 22:49:00,2024-01-12 00:23:00,94,10.97,13.16,信用卡,20,86
REC000322,U00237,986,2024-01-08 00:26:00,2024-01-08 01:20:00,54,432,1080,微信支付,12,81
REC000323,U00076,483,2024-01-06 03:36:00,2024-01-06 05:45:00,129,15.05,18.06,微信支付,14,82
REC000324,U00395,1158,2024-01-16 09:25:00,2024-01-16 11:01:00,96,11.2,13.44,信用卡,17,95
REC000325,U00210,1784,2024-01-06 19:55:00,2024-01-06 22:54:00,179,1432,3580,信用卡,27,98
REC000326,U00480,1240,2024-01-10 19:07:00,2024-01-10 21:23:00,136,1088,2720,信用卡,11,91
REC000327,U00201,642,2024-01-09 23:09:00,2024-01-10 00:52:00,103,206,370.8,微信支付,11,81
REC000328,U00200,1033,2024-01-09 17:46:00,2024-01-09 20:08:00,142,284,511.2,支付宝,22,90
REC000329,U00069,1842,2024-01-16 03:04:00,2024-01-16 05:07:00,123,14.35,17.22,信用卡,20,98
REC000330,U00004,754,2024-01-08 17:19:00,2024-01-08 18:38:00,79,9.22,11.06,支付宝,12,95
REC000331,U00076,1371,2024-01-03 03:54:00,2024-01-03 04:44:00,50,100,180,微信支付,26,99
REC000332,U00491,2029,2024-01-13 21:29:00,2024-01-13 22:35:00,66,7.7,9.24,信用卡,15,93
REC000333,U00395,158,2024-01-01 16:04:00,2024-01-01 19:00:00,176,1408,3520,支付宝,20,99
REC000334,U00173,1528,2024-01-01 08:59:00,2024-01-01 09:40:00,41,82,147.6,支付宝,26,86
REC000335,U00076,865,2024-01-16 09:11:00,2024-01-16 11:35:00,144,16.8,20.16,支付宝,26,92
REC000336,U00303,2166,2024-01-29 02:58:00,2024-01-29 05:49:00,171,1368,3420,微信支付,23,81
REC000337,U00494,1864,2024-01-28 03:30:00,2024-01-28 06:05:00,155,18.08,21.7,支付宝,27,94
REC000338,U00146,183,2024-01-16 09:17:00,2024-01-16 09:36:00,19,152,380,支付宝,28,100
REC000339,U00243,258,2024-01-20 05:44:00,2024-01-20 07:57:00,133,15.52,18.62,信用卡,28,87
REC000340,U00428,1291,2024-01-28 03:24:00,2024-01-28 04:36:00,72,144,259.2,支付宝,18,89
REC000341,U00419,159,2024-01-11 16:38:00,2024-01-11 19:21:00,163,1304,3260,支付宝,22,88
REC000342,U00272,18,2024-01-11 16:22:00,2024-01-11 16:47:00,25,50,90,微信支付,24,87
REC000343,U00002,1627,2024-01-20 19:41:00,2024-01-20 20:08:00,27,3.15,3.78,微信支付,18,97
REC000344,U00482,2239,2024-01-20 05:12:00,2024-01-20 05:31:00,19,152,380,信用卡,30,89
REC000345,U00255,210,2024-01-27 15:42:00,2024-01-27 16:51:00,69,8.05,9.66,信用卡,27,89
REC000346,U00438,475,2024-01-11 22:30:00,2024-01-12 00:24:00,114,13.3,15.96,信用卡,20,85
REC000347,U00336,2233,2024-01-10 08:44:00,2024-01-10 09:02:00,18,144,360,信用卡,23,82
REC000348,U00332,1347,2024-01-12 10:15:00,2024-01-12 12:32:00,137,15.98,19.18,微信支付,13,84
REC000349,U00087,1058,2024-01-31 04:07:00,2024-01-31 05:36:00,89,178,320.4,信用卡,18,93
REC000350,U00464,663,2024-01-20 15:47:00,2024-01-20 16:54:00,67,134,241.2,信用卡,15,91
REC000351,U00392,400,2024-01-14 09:25:00,2024-01-14 10:59:00,94,188,338.4,信用卡,27,100
REC000352,U00040,281,2024-01-08 07:55:00,2024-01-08 08:41:00,46,5.37,6.44,微信支付,17,82
REC000353,U00495,1107,2024-01-09 09:29:00,2024-01-09 10:13:00,44,352,880,支付宝,20,83
REC000354,U00393,2050,2024-01-25 13:55:00,2024-01-25 16:09:00,134,268,482.4,信用卡,13,95
REC000355,U00403,1140,2024-01-05 00:57:00,2024-01-05 02:43:00,106,12.37,14.84,微信支付,21,85
REC000356,U00413,1589,2024-01-09 20:45:00,2024-01-09 23:19:00,154,1232,3080,支付宝,10,99
REC000357,U00033,354,2024-01-08 15:15:00,2024-01-08 16:07:00,52,6.07,7.28,支付宝,15,96
REC000358,U00100,2191,2024-01-23 00:51:00,2024-01-23 03:47:00,176,352,633.6,支付宝,10,90
REC000359,U00406,1595,2024-01-20 22:17:00,2024-01-20 22:58:00,41,4.78,5.74,信用卡,22,86
REC000360,U00098,687,2024-01-29 12:22:00,2024-01-29 15:20:00,178,20.77,24.92,支付宝,28,82
REC000361,U00428,929,2024-01-31 03:38:00,2024-01-31 05:59:00,141,282,507.6,信用卡,24,92
REC000362,U00329,1320,2024-01-18 00:54:00,2024-01-18 01:59:00,65,520,1300,微信支付,11,94
REC000363,U00002,771,2024-01-27 05:37:00,2024-01-27 07:22:00,105,210,378,微信支付,21,100
REC000364,U00213,1388,2024-01-01 14:07:00,2024-01-01 15:42:00,95,760,1900,支付宝,12,84
REC000365,U00305,394,2024-01-24 22:32:00,2024-01-25 01:10:00,158,18.43,22.12,微信支付,28,84
REC000366,U00254,1940,2024-01-26 10:39:00,2024-01-26 13:15:00,156,18.2,21.84,信用卡,20,83
REC000367,U00403,134,2024-01-30 06:57:00,2024-01-30 08:33:00,96,11.2,13.44,微信支付,19,97
REC000368,U00151,1744,2024-01-03 00:31:00,2024-01-03 01:13:00,42,336,840,微信支付,19,84
REC000369,U00418,1058,2024-01-18 12:36:00,2024-01-18 13:30:00,54,108,194.4,支付宝,20,93
REC000370,U00500,305,2024-01-25 09:57:00,2024-01-25 11:45:00,108,216,388.8,微信支付,25,89
REC000371,U00209,1229,2024-01-02 06:49:00,2024-01-02 07:10:00,21,2.45,2.94,支付宝,20,85
REC000372,U00446,382,2024-01-07 12:06:00,2024-01-07 14:35:00,149,298,536.4,信用卡,29,83
REC000373,U00059,1485,2024-01-05 13:56:00,2024-01-05 15:18:00,82,656,1640,支付宝,20,83
REC000374,U00296,749,2024-01-10 21:53:00,2024-01-11 00:37:00,164,328,590.4,微信支付,17,81
REC000375,U00160,1133,2024-01-26 06:58:00,2024-01-26 09:31:00,153,17.85,21.42,微信支付,27,98
REC000376,U00153,2237,2024-01-26 09:19:00,2024-01-26 10:50:00,91,182,327.6,微信支付,22,81
REC000377,U00471,1278,2024-01-20 08:56:00,2024-01-20 09:34:00,38,76,136.8,信用卡,20,88
REC000378,U00071,214,2024-01-04 09:05:00,2024-01-04 09:44:00,39,312,780,信用卡,10,83
REC000379,U00022,1954,2024-01-22 14:31:00,2024-01-22 16:18:00,107,214,385.2,支付宝,27,83
REC000380,U00082,1083,2024-01-28 03:22:00,2024-01-28 06:00:00,158,316,568.8,微信支付,12,90
REC000381,U00095,690,2024-01-30 18:19:00,2024-01-30 20:59:00,160,1280,3200,信用卡,13,100
REC000382,U00241,69,2024-01-11 04:34:00,2024-01-11 05:21:00,47,376,940,微信支付,26,87
REC000383,U00003,1671,2024-01-25 01:13:00,2024-01-25 02:37:00,84,672,1680,信用卡,16,95
REC000384,U00122,2243,2024-01-03 22:50:00,2024-01-04 00:55:00,125,250,450,微信支付,29,92
REC000385,U00423,789,2024-01-25 06:28:00,2024-01-25 07:57:00,89,712,1780,支付宝,14,92
REC000386,U00467,1686,2024-01-27 13:41:00,2024-01-27 15:09:00,88,10.27,12.32,支付宝,17,99
REC000387,U00362,511,2024-01-20 08:59:00,2024-01-20 10:19:00,80,640,1600,信用卡,29,95
REC000388,U00059,6,2024-01-19 16:57:00,2024-01-19 19:43:00,166,1328,3320,微信支付,18,84
REC000389,U00095,2362,2024-01-30 09:56:00,2024-01-30 12:39:00,163,19.02,22.82,微信支付,17,84
REC000390,U00119,165,2024-01-12 15:03:00,2024-01-12 15:29:00,26,3.03,3.64,信用卡,12,92
REC000391,U00495,545,2024-01-11 04:15:00,2024-01-11 05:40:00,85,680,1700,微信支付,28,80
REC000392,U00368,861,2024-01-06 06:59:00,2024-01-06 07:17:00,18,36,64.8,支付宝,13,90
REC000393,U00229,846,2024-01-07 19:42:00,2024-01-07 20:34:00,52,104,187.2,信用卡,30,83
REC000394,U00167,1511,2024-01-19 23:03:00,2024-01-20 00:54:00,111,888,2220,信用卡,26,88
REC000395,U00340,1817,2024-01-10 10:08:00,2024-01-10 13:05:00,177,354,637.2,微信支付,16,92
REC000396,U00097,1447,2024-01-12 07:10:00,2024-01-12 09:30:00,140,16.33,19.6,支付宝,18,93
REC000397,U00130,201,2024-01-01 09:20:00,2024-01-01 11:25:00,125,14.58,17.5,支付宝,15,81
REC000398,U00384,245,2024-01-22 03:04:00,2024-01-22 05:33:00,149,17.38,20.86,支付宝,16,93
REC000399,U00452,453,2024-01-14 07:42:00,2024-01-14 08:33:00,51,5.95,7.14,支付宝,18,85
REC000400,U00394,1746,2024-01-01 21:02:00,2024-01-01 23:18:00,136,272,489.6,信用卡,12,98
REC000401,U00179,1862,2024-01-15 01:10:00,2024-01-15 04:09:00,179,1432,3580,微信支付,24,86
REC000402,U00430,1129,2024-01-22 22:49:00,2024-01-23 00:43:00,114,912,2280,支付宝,15,95
REC000403,U00225,904,2024-01-07 07:48:00,2024-01-07 08:07:00,19,152,380,微信支付,30,95
REC000404,U00113,1576,2024-01-26 08:39:00,2024-01-26 11:04:00,145,290,522,信用卡,14,83
REC000405,U00370,1097,2024-01-18 03:02:00,2024-01-18 05:30:00,148,17.27,20.72,支付宝,13,88
REC000406,U00410,2116,2024-01-15 08:50:00,2024-01-15 10:48:00,118,13.77,16.52,微信支付,12,98
REC000407,U00124,439,2024-01-14 02:54:00,2024-01-14 04:13:00,79,158,284.4,微信支付,27,99
REC000408,U00410,2353,2024-01-25 08:48:00,2024-01-25 09:49:00,61,122,219.6,信用卡,25,96
REC000409,U00077,14,2024-01-02 03:22:00,2024-01-02 05:00:00,98,11.43,13.72,信用卡,27,93
REC000410,U00175,2327,2024-01-01 07:35:00,2024-01-01 09:53:00,138,16.1,19.32,微信支付,15,83
REC000411,U00370,1255,2024-01-20 14:02:00,2024-01-20 15:21:00,79,632,1580,信用卡,18,98
REC000412,U00322,818,2024-01-19 13:02:00,2024-01-19 15:51:00,169,1352,3380,信用卡,28,91
REC000413,U00195,394,2024-01-22 17:23:00,2024-01-22 20:17:00,174,20.3,24.36,微信支付,17,90
REC000414,U00440,188,2024-01-16 13:09:00,2024-01-16 14:55:00,106,212,381.6,支付宝,17,97
REC000415,U00253,1366,2024-01-11 14:34:00,2024-01-11 16:39:00,125,1000,2500,信用卡,10,82
REC000416,U00290,423,2024-01-07 11:38:00,2024-01-07 12:52:00,74,148,266.4,支付宝,11,86
REC000417,U00212,1914,2024-01-25 14:20:00,2024-01-25 14:53:00,33,3.85,4.62,微信支付,27,94
REC000418,U00114,556,2024-01-11 00:19:00,2024-01-11 01:29:00,70,140,252,支付宝,13,81
REC000419,U00006,1051,2024-01-27 23:42:00,2024-01-28 01:41:00,119,952,2380,微信支付,18,100
REC000420,U00458,1843,2024-01-10 18:22:00,2024-01-10 19:00:00,38,304,760,支付宝,17,99
REC000421,U00048,487,2024-01-12 15:24:00,2024-01-12 18:12:00,168,1344,3360,信用卡,30,87
REC000422,U00244,181,2024-01-13 20:38:00,2024-01-13 23:11:00,153,1224,3060,微信支付,10,95
REC000423,U00408,887,2024-01-19 23:48:00,2024-01-20 01:27:00,99,198,356.4,微信支付,12,96
REC000424,U00118,2388,2024-01-27 10:47:00,2024-01-27 12:13:00,86,172,309.6,微信支付,23,91
REC000425,U00386,1462,2024-01-21 20:05:00,2024-01-21 22:42:00,157,314,565.2,信用卡,15,80
REC000426,U00322,400,2024-01-27 06:27:00,2024-01-27 06:47:00,20,40,72,信用卡,18,86
REC000427,U00422,705,2024-01-08 09:26:00,2024-01-08 10:40:00,74,8.63,10.36,信用卡,11,85
REC000428,U00424,803,2024-01-10 18:21:00,2024-01-10 19:26:00,65,520,1300,微信支付,19,94
REC000429,U00339,251,2024-01-21 16:56:00,2024-01-21 18:08:00,72,144,259.2,信用卡,14,81
REC000430,U00372,483,2024-01-10 13:00:00,2024-01-10 14:48:00,108,12.6,15.12,信用卡,19,93
REC000431,U00353,631,2024-01-04 03:06:00,2024-01-04 04:01:00,55,110,198,支付宝,22,80
REC000432,U00192,702,2024-01-02 20:22:00,2024-01-02 22:53:00,151,302,543.6,微信支付,23,83
REC000433,U00392,348,2024-01-08 10:04:00,2024-01-08 11:13:00,69,552,1380,微信支付,14,93
REC000434,U00223,445,2024-01-11 16:24:00,2024-01-11 17:21:00,57,456,1140,支付宝,26,97
REC000435,U00487,2175,2024-01-28 04:16:00,2024-01-28 07:00:00,164,1312,3280,支付宝,24,85
REC000436,U00339,2183,2024-01-27 01:38:00,2024-01-27 02:48:00,70,140,252,支付宝,23,85
REC000437,U00143,1824,2024-01-15 14:51:00,2024-01-15 16:12:00,81,162,291.6,信用卡,16,80
REC000438,U00208,804,2024-01-14 16:48:00,2024-01-14 18:39:00,111,222,399.6,信用卡,24,82
REC000439,U00060,2382,2024-01-07 00:28:00,2024-01-07 00:56:00,28,3.27,3.92,微信支付,27,83
REC000440,U00246,2295,2024-01-19 05:00:00,2024-01-19 07:43:00,163,326,586.8,信用卡,14,81
REC000441,U00093,2122,2024-01-25 18:45:00,2024-01-25 19:59:00,74,148,266.4,微信支付,17,81
REC000442,U00440,2083,2024-01-28 20:53:00,2024-01-28 23:27:00,154,308,554.4,微信支付,17,97
REC000443,U00043,2263,2024-01-16 16:24:00,2024-01-16 18:53:00,149,17.38,20.86,信用卡,12,88
REC000444,U00171,1070,2024-01-26 05:33:00,2024-01-26 06:22:00,49,98,176.4,微信支付,11,93
REC000445,U00436,2010,2024-01-10 14:14:00,2024-01-10 15:04:00,50,5.83,7,微信支付,30,82
REC000446,U00076,2122,2024-01-29 16:29:00,2024-01-29 18:37:00,128,256,460.8,微信支付,23,100
REC000447,U00042,2240,2024-01-15 21:32:00,2024-01-15 23:44:00,132,15.4,18.48,微信支付,18,90
REC000448,U00017,123,2024-01-01 18:35:00,2024-01-01 18:56:00,21,42,75.6,信用卡,10,80
REC000449,U00166,343,2024-01-08 18:08:00,2024-01-08 21:06:00,178,356,640.8,信用卡,12,82
REC000450,U00247,780,2024-01-05 17:19:00,2024-01-05 19:26:00,127,254,457.2,信用卡,30,91
REC000451,U00404,235,2024-01-29 23:03:00,2024-01-30 01:52:00,169,338,608.4,微信支付,14,91
REC000452,U00195,1282,2024-01-06 11:46:00,2024-01-06 14:10:00,144,1152,2880,信用卡,19,89
REC000453,U00082,1069,2024-01-05 02:53:00,2024-01-05 05:27:00,154,1232,3080,微信支付,29,98
REC000454,U00245,2212,2024-01-14 07:40:00,2024-01-14 10:00:00,140,1120,2800,信用卡,12,84
REC000455,U00423,720,2024-01-14 09:38:00,2024-01-14 12:01:00,143,16.68,20.02,信用卡,11,90
REC000456,U00241,1555,2024-01-03 02:06:00,2024-01-03 04:30:00,144,16.8,20.16,支付宝,24,80
REC000457,U00307,181,2024-01-03 11:21:00,2024-01-03 11:36:00,15,120,300,信用卡,18,87
REC000458,U00177,1548,2024-01-30 05:24:00,2024-01-30 07:06:00,102,204,367.2,微信支付,21,96
REC000459,U00272,1127,2024-01-08 01:47:00,2024-01-08 03:45:00,118,236,424.8,支付宝,28,83
REC000460,U00212,966,2024-01-08 01:02:00,2024-01-08 02:25:00,83,664,1660,信用卡,17,90
REC000461,U00339,1514,2024-01-03 11:31:00,2024-01-03 13:19:00,108,864,2160,支付宝,15,98
REC000462,U00374,1538,2024-01-03 03:44:00,2024-01-03 06:20:00,156,312,561.6,信用卡,11,100
REC000463,U00028,1925,2024-01-19 18:15:00,2024-01-19 19:23:00,68,544,1360,微信支付,23,99
REC000464,U00236,2287,2024-01-29 09:07:00,2024-01-29 10:52:00,105,840,2100,微信支付,29,100
REC000465,U00095,2154,2024-01-06 23:22:00,2024-01-06 23:53:00,31,248,620,微信支付,18,81
REC000466,U00444,502,2024-01-19 01:48:00,2024-01-19 03:07:00,79,632,1580,信用卡,13,97
REC000467,U00379,2168,2024-01-01 11:25:00,2024-01-01 12:46:00,81,9.45,11.34,信用卡,18,100
REC000468,U00281,727,2024-01-22 19:20:00,2024-01-22 21:42:00,142,1136,2840,微信支付,26,86
REC000469,U00368,1549,2024-01-09 19:00:00,2024-01-09 21:30:00,150,17.5,21,信用卡,12,92
REC000470,U00125,1097,2024-01-08 07:08:00,2024-01-08 07:39:00,31,3.62,4.34,微信支付,22,99
REC000471,U00372,1209,2024-01-09 00:38:00,2024-01-09 03:06:00,148,296,532.8,信用卡,30,89
REC000472,U00153,1670,2024-01-08 11:13:00,2024-01-08 11:33:00,20,160,400,微信支付,23,84
REC000473,U00370,1509,2024-01-25 07:04:00,2024-01-25 09:09:00,125,250,450,微信支付,13,89
REC000474,U00043,1032,2024-01-22 06:35:00,2024-01-22 07:00:00,25,200,500,支付宝,19,100
REC000475,U00081,1597,2024-01-17 09:24:00,2024-01-17 11:14:00,110,880,2200,支付宝,11,85
REC000476,U00404,1652,2024-01-11 16:12:00,2024-01-11 18:01:00,109,872,2180,支付宝,27,85
REC000477,U00099,1204,2024-01-02 07:24:00,2024-01-02 08:00:00,36,4.2,5.04,支付宝,22,89
REC000478,U00406,1685,2024-01-13 23:36:00,2024-01-14 01:05:00,89,178,320.4,信用卡,28,96
REC000479,U00470,2070,2024-01-02 06:34:00,2024-01-02 07:46:00,72,576,1440,信用卡,13,91
REC000480,U00285,989,2024-01-24 01:11:00,2024-01-24 03:38:00,147,294,529.2,微信支付,18,90
REC000481,U00239,550,2024-01-29 00:23:00,2024-01-29 00:53:00,30,3.5,4.2,信用卡,20,81
REC000482,U00352,1187,2024-01-30 08:02:00,2024-01-30 08:31:00,29,58,104.4,支付宝,17,86
REC000483,U00107,886,2024-01-17 09:49:00,2024-01-17 10:53:00,64,512,1280,信用卡,18,98
REC000484,U00453,1291,2024-01-06 19:27:00,2024-01-06 21:23:00,116,232,417.6,信用卡,17,84
REC000485,U00047,419,2024-01-05 13:18:00,2024-01-05 16:06:00,168,1344,3360,支付宝,26,94
REC000486,U00279,507,2024-01-03 10:47:00,2024-01-03 13:37:00,170,340,612,微信支付,17,98
REC000487,U00324,375,2024-01-10 06:15:00,2024-01-10 08:36:00,141,282,507.6,微信支付,14,92
REC000488,U00116,1324,2024-01-03 00:49:00,2024-01-03 02:48:00,119,13.88,16.66,微信支付,12,82
REC000489,U00255,2069,2024-01-16 03:39:00,2024-01-16 05:33:00,114,13.3,15.96,微信支付,24,96
REC000490,U00399,1668,2024-01-26 09:31:00,2024-01-26 12:00:00,149,17.38,20.86,微信支付,10,85
REC000491,U00421,855,2024-01-02 11:01:00,2024-01-02 11:23:00,22,2.57,3.08,信用卡,13,90
REC000492,U00058,1700,2024-01-26 06:27:00,2024-01-26 07:14:00,47,94,169.2,信用卡,26,80
REC000493,U00353,1002,2024-01-18 10:06:00,2024-01-18 11:46:00,100,800,2000,支付宝,30,95
REC000494,U00374,1081,2024-01-14 03:49:00,2024-01-14 06:36:00,167,1336,3340,微信支付,23,80
REC000495,U00201,876,2024-01-17 23:51:00,2024-01-18 02:42:00,171,342,615.6,支付宝,14,81
REC000496,U00160,313,2024-01-28 17:23:00,2024-01-28 17:56:00,33,66,118.8,微信支付,26,100
REC000497,U00147,2356,2024-01-06 04:53:00,2024-01-06 07:26:00,153,17.85,21.42,支付宝,17,87
REC000498,U00272,1627,2024-01-22 23:23:00,2024-01-23 01:05:00,102,11.9,14.28,微信支付,28,84
REC000499,U00100,1669,2024-01-09 00:20:00,2024-01-09 01:15:00,55,440,1100,微信支付,29,99
REC000500,U00076,2072,2024-01-04 14:16:00,2024-01-04 15:32:00,76,152,273.6,支付宝,18,90
REC000501,U00215,1384,2024-01-04 17:49:00,2024-01-04 18:27:00,38,4.43,5.32,支付宝,11,89
REC000502,U00267,533,2024-01-25 15:34:00,2024-01-25 17:33:00,119,13.88,16.66,信用卡,11,91
REC000503,U00399,88,2024-01-16 14:37:00,2024-01-16 15:52:00,75,600,1500,支付宝,22,93
REC000504,U00495,1784,2024-01-03 08:38:00,2024-01-03 11:05:00,147,1176,2940,信用卡,13,83
REC000505,U00219,528,2024-01-02 01:37:00,2024-01-02 02:02:00,25,50,90,微信支付,11,96
REC000506,U00185,833,2024-01-19 00:37:00,2024-01-19 02:33:00,116,928,2320,信用卡,12,80
REC000507,U00079,1583,2024-01-21 23:40:00,2024-01-22 00:13:00,33,3.85,4.62,支付宝,16,83
REC000508,U00394,719,2024-01-11 04:46:00,2024-01-11 06:06:00,80,160,288,支付宝,21,81
